FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,CBSA,MEMI,CSA,METDIV,VTD,VTDI,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,GEOID20,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,GA,700,00,00,000,0040835,7000000US13123000011,13123000011,3,5,13,01705317,123,H1,00351260,99999,9,999,99999,000011,A,61907734,55647,YUKON,YUKON,N,1740,736,+34.5838529,-084.4615876,00,13123000011,1740,1598,1519,5,0,3,0,71,142,139,7,72,4,0,52,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,152,1588,1488,1480,5,0,3,0,0,100,97,7,72,4,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,1279,1223,5,0,3,0,48,104,101,1,59,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,102,1281,1206,1198,5,0,3,0,0,75,72,1,59,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,646,90,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040836,7000000US13123000012,13123000012,3,5,13,01705317,123,H1,00351260,99999,9,999,99999,000012,A,199756794,49412,BIG CREEK,BIG CREEK,N,2152,1357,+34.6755216,-084.3138527,00,13123000012,2152,2040,1970,9,8,11,0,42,112,110,7,56,4,0,40,1,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,93,2059,1980,1946,6,6,11,0,11,79,78,7,56,3,0,10,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,1711,1651,9,7,11,0,33,97,95,2,51,3,0,37,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1808,68,1740,1673,1642,6,6,11,0,8,67,66,2,51,2,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357,908,449,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040837,7000000US13123000013,13123000013,3,5,13,01705317,123,H1,00351260,99999,9,999,99999,000013,A,82632835,40224,ELLIJAY NORTHEAST,ELLIJAY NORTHEAST,N,2415,1684,+34.6972468,-084.4328186,00,13123000013,2415,2309,2212,7,19,12,0,59,106,103,7,54,4,0,29,1,0,0,2,0,0,6,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2415,133,2282,2208,2178,5,8,11,0,6,74,74,6,53,3,0,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,1991,1920,2,17,9,0,43,83,80,2,46,0,0,27,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,95,1979,1923,1901,2,8,8,0,4,56,56,1,46,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,1080,604,74,74,74,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040838,7000000US1312500EDGH,1312500EDGH,3,5,13,01705317,125,H1,00345642,99999,9,999,99999,00EDGH,A,50070161,195003,EDGEHILL,EDGEHILL,N,156,94,+33.1544584,-082.6229649,00,1312500EDGH,156,150,149,1,0,0,0,0,6,5,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4,152,149,148,1,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,123,122,1,0,0,0,0,6,5,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,4,125,122,121,1,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,68,26,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040839,7000000US1312500GIBS,1312500GIBS,3,5,13,01705317,125,H1,00345642,99999,9,999,99999,00GIBS,A,78021973,357254,GIBSON,GIBSON,N,1061,495,+33.2274908,-082.6069126,00,1312500GIBS,1061,1037,937,95,0,1,1,3,24,21,6,11,0,0,1,1,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1061,8,1053,1034,937,95,0,1,1,0,19,17,4,11,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,803,720,81,0,1,0,1,15,14,0,11,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,3,815,802,720,81,0,1,0,0,13,12,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,417,78,72,72,0,0,72,0,0,0,0,0
PLST,GA,700,00,00,000,0040840,7000000US1312500MILL,1312500MILL,3,5,13,01705317,125,H1,00345642,99999,9,999,99999,00MILL,A,147605183,661005,MILL,MILL,N,1047,491,+33.2573288,-082.5324093,00,1312500MILL,1047,1009,948,53,0,6,1,1,38,27,2,14,0,1,7,0,1,0,0,0,0,2,0,0,0,8,1,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,20,1027,1001,941,53,0,6,1,0,26,18,2,12,0,0,3,0,1,0,0,0,0,0,0,0,0,7,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,787,744,36,0,6,0,1,28,22,0,12,0,1,7,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,13,802,782,740,36,0,6,0,0,20,15,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,411,80,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040841,7000000US1312500MITC,1312500MITC,3,5,13,01705317,125,H1,00345642,99999,9,999,99999,00MITC,A,96601928,619461,MITCHELL,MITCHELL,N,620,323,+33.2138592,-082.6972713,00,1312500MITC,620,605,556,47,0,0,2,0,15,5,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,620,20,600,594,547,47,0,0,0,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,465,425,38,0,0,2,0,9,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,474,11,463,460,422,38,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,255,68,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040842,7000000US13127001713,13127001713,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,001713,A,417027990,7864112,STERLING ELEMENTARY,STERLING ELEMENTARY,N,6452,2715,+31.2999312,-081.5991875,00,13127001713,6452,6064,4695,813,50,125,4,377,388,365,55,101,26,11,137,5,3,2,16,0,0,2,0,6,1,22,3,6,0,4,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6452,622,5830,5582,4576,805,33,125,2,41,248,236,54,97,26,11,35,4,3,2,4,0,0,0,0,0,0,11,3,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4961,4718,3772,569,42,94,2,239,243,230,28,81,9,4,83,2,3,2,11,0,0,1,0,5,1,12,3,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4961,388,4573,4414,3699,562,29,94,0,30,159,154,27,80,9,4,25,2,3,2,2,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2715,2416,299,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040843,7000000US13127001923,13127001923,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,001923,A,134062146,3406622,MARSHES OF GLYNN,MARSHES OF GLYNN,N,4373,1794,+31.1888462,-081.6427636,00,13127001923,4373,4114,3346,655,25,24,2,62,259,248,39,87,17,3,88,4,0,0,4,0,0,1,2,1,2,6,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4373,182,4191,4018,3309,646,15,21,1,26,173,167,38,86,17,3,12,4,0,0,3,0,0,0,1,1,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330,3158,2547,528,23,15,0,45,172,164,10,63,11,3,65,3,0,0,3,0,0,1,2,1,2,5,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330,122,3208,3097,2528,525,14,12,0,18,111,106,10,62,11,3,10,3,0,0,3,0,0,0,1,1,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,1645,149,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040844,7000000US13127001933,13127001933,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,001933,A,105607898,17454551,SATILLA MARSH SCHOOL,SATILLA MARSH SCHOOL,N,3778,1509,+31.1285313,-081.5808184,00,13127001933,3778,3564,2847,587,14,77,1,38,214,208,31,56,22,0,78,11,0,0,8,0,0,0,0,1,1,6,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3778,169,3609,3471,2795,579,6,77,0,14,138,136,31,53,20,0,19,11,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,2614,2108,407,9,65,0,25,123,121,7,45,9,0,49,9,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,82,2655,2570,2088,403,6,65,0,8,85,84,7,43,9,0,14,9,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1509,1412,97,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040845,7000000US13127001943,13127001943,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,001943,A,20020611,5605133,GLYNDALE SCHOOL,GLYNDALE SCHOOL,N,3325,1433,+31.2023283,-081.5361767,00,13127001943,3325,3158,2681,275,17,34,2,149,167,159,23,49,9,0,67,0,0,1,7,0,0,2,0,1,0,8,0,0,0,1,2,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,264,3061,2958,2631,272,10,34,2,9,103,100,21,48,9,0,19,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682,2561,2229,193,12,30,2,95,121,116,10,41,5,0,54,0,0,1,2,0,0,2,0,1,0,5,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2682,169,2513,2436,2200,192,6,30,2,6,77,74,9,41,5,0,16,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,1314,119,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040846,7000000US13127002713,13127002713,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,002713,A,52942107,7709779,CHRISTIAN RENEWAL,CHRISTIAN RENEWAL,N,4416,2409,+31.2242795,-081.3822443,00,13127002713,4416,4240,4156,26,3,33,0,22,176,168,20,37,3,0,102,1,1,1,2,0,0,1,0,0,0,8,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4416,147,4269,4185,4118,26,3,28,0,10,84,83,17,34,3,0,26,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743,3620,3562,20,3,22,0,13,123,118,8,31,3,0,72,0,0,1,2,0,0,1,0,0,0,5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743,109,3634,3575,3532,20,3,17,0,3,59,59,5,28,3,0,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,1984,425,73,73,0,0,73,0,0,0,0,0
PLST,GA,700,00,00,000,0040847,7000000US13127002923,13127002923,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,002923,A,85541682,169519091,OGLETHORPE POINT,OGLETHORPE POINT,N,2951,2117,+31.2286932,-081.3581003,00,13127002923,2951,2859,2682,109,1,29,1,37,92,79,5,19,5,0,47,2,0,0,1,0,0,0,0,0,0,12,2,1,0,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2951,99,2852,2814,2663,107,1,29,0,14,38,34,5,17,5,0,5,1,0,0,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2500,2435,2286,92,1,28,0,28,65,56,4,17,5,0,29,1,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2500,66,2434,2402,2272,91,1,28,0,10,32,29,4,16,5,0,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2117,1286,831,20,0,0,0,0,0,20,0,0,20
PLST,GA,700,00,00,000,0040848,7000000US13127002933,13127002933,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,002933,A,11274076,479296,ST WILLIAMS CHURCH,ST WILLIAMS CHURCH,N,4929,2854,+31.1674680,-081.3864789,00,13127002933,4929,4714,4552,66,10,42,5,39,215,205,28,33,34,2,99,4,1,2,0,0,0,1,0,0,1,10,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4929,136,4793,4661,4523,64,9,42,4,19,132,130,24,33,33,2,31,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,4002,3854,62,10,38,3,35,165,160,14,29,26,1,83,2,1,2,0,0,0,1,0,0,1,5,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,104,4063,3959,3832,60,9,38,3,17,104,102,14,29,26,1,26,2,1,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854,2322,532,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040849,7000000US13127002943,13127002943,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,002943,A,15769030,23879653,FIRST BAPTIST,FIRST BAPTIST,N,4786,5099,+31.1484200,-081.3887127,00,13127002943,4786,4595,4421,110,11,25,0,28,191,183,17,43,28,1,81,4,3,0,6,0,0,0,0,0,0,6,1,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4786,119,4667,4544,4386,107,8,24,0,19,123,119,12,42,27,1,29,3,3,0,2,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4256,4126,3972,99,11,17,0,27,130,127,5,35,16,0,63,3,2,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4256,86,4170,4084,3943,99,8,16,0,18,86,84,5,34,16,0,22,3,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5099,2520,2579,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0040850,7000000US13127002953,13127002953,3,5,13,01705317,127,H1,01671513,15260,1,999,99999,002953,A,47927507,157395701,JEKYLL ISLAND,JEKYLL ISLAND,N,866,793,+31.0694721,-081.4253472,00,13127002953,866,838,830,0,4,3,0,1,28,24,3,9,1,0,8,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,866,16,850,828,823,0,1,3,0,1,22,19,3,9,1,0,4,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,817,796,789,0,4,3,0,0,21,19,2,9,1,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,817,11,806,789,785,0,1,3,0,0,17,16,2,9,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,793,459,334,0,0,0,0,0,0,0,0,0,0
